,Year,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,DOT_ID_Marketing_Airline,Operating_Airline ,DOT_ID_Operating_Airline,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
138589,2025,1,4,6,2025-01-04,NK,20416,NK,20416,210,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",2049,2102.0,13.0,13.0,0.0,0.0,2000-2059,29.0,2131.0,2259.0,13.0,2248,2312.0,24.0,24.0,1.0,1.0,2200-2259,0.0,,0.0,0.0,0.0,11.0,0.0,13.0
138590,2025,1,5,7,2025-01-05,NK,20416,NK,20416,210,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",2049,2216.0,87.0,87.0,1.0,5.0,2000-2059,11.0,2227.0,7.0,25.0,2248,32.0,104.0,104.0,1.0,6.0,2200-2259,0.0,,0.0,23.0,0.0,81.0,0.0,0.0
138591,2025,1,6,1,2025-01-06,NK,20416,NK,20416,210,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",2049,2048.0,-1.0,0.0,0.0,-1.0,2000-2059,25.0,2113.0,2246.0,18.0,2248,2304.0,16.0,16.0,1.0,1.0,2200-2259,0.0,,0.0,0.0,0.0,16.0,0.0,0.0
138592,2025,1,7,2,2025-01-07,NK,20416,NK,20416,210,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",2049,2037.0,-12.0,0.0,0.0,-1.0,2000-2059,15.0,2052.0,2226.0,6.0,2248,2232.0,-16.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,,,,,
138593,2025,1,8,3,2025-01-08,NK,20416,NK,20416,210,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",2049,,,,,,2000-2059,,,,,2248,,,,,,2200-2259,1.0,B,0.0,,,,,
143427,2025,1,1,3,2025-01-01,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2137.0,12.0,12.0,0.0,0.0,2100-2159,17.0,2154.0,13.0,9.0,2359,22.0,23.0,23.0,1.0,1.0,2300-2359,0.0,,0.0,7.0,0.0,11.0,0.0,5.0
143428,2025,1,2,4,2025-01-02,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2120.0,-5.0,0.0,0.0,-1.0,2100-2159,20.0,2140.0,2342.0,9.0,2359,2351.0,-8.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,,,,,
143429,2025,1,3,5,2025-01-03,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2122.0,-3.0,0.0,0.0,-1.0,2100-2159,22.0,2144.0,2354.0,17.0,2359,11.0,12.0,12.0,0.0,0.0,2300-2359,0.0,,0.0,,,,,
143430,2025,1,4,6,2025-01-04,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2146.0,21.0,21.0,1.0,1.0,2100-2159,14.0,2200.0,23.0,9.0,2359,32.0,33.0,33.0,1.0,2.0,2300-2359,0.0,,0.0,0.0,0.0,33.0,0.0,0.0
143431,2025,1,5,7,2025-01-05,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2124.0,-1.0,0.0,0.0,-1.0,2100-2159,25.0,2149.0,2350.0,8.0,2359,2358.0,-1.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,,,,,
143432,2025,1,6,1,2025-01-06,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2125.0,0.0,0.0,0.0,0.0,2100-2159,16.0,2141.0,2338.0,7.0,2359,2345.0,-14.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,,,,,
143433,2025,1,7,2,2025-01-07,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2323.0,118.0,118.0,1.0,7.0,2100-2159,16.0,2339.0,134.0,3.0,2359,137.0,98.0,98.0,1.0,6.0,2300-2359,0.0,,0.0,60.0,0.0,38.0,0.0,0.0
143434,2025,1,8,3,2025-01-08,NK,20416,NK,20416,390,11057,1105703,31057,CLT,"Charlotte, NC",12892,1289208,32575,LAX,"Los Angeles, CA",2125,2118.0,-7.0,0.0,0.0,-1.0,2100-2159,14.0,2132.0,2319.0,7.0,2359,2326.0,-33.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,,,,,
149285,2025,1,1,3,2025-01-01,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,21.0,916.0,1001.0,5.0,1027,1006.0,-21.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149286,2025,1,2,4,2025-01-02,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,858.0,-2.0,0.0,0.0,-1.0,0900-0959,16.0,914.0,958.0,5.0,1027,1003.0,-24.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149287,2025,1,3,5,2025-01-03,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,857.0,-3.0,0.0,0.0,-1.0,0900-0959,19.0,916.0,1003.0,7.0,1027,1010.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149288,2025,1,5,7,2025-01-05,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,914.0,14.0,14.0,0.0,0.0,0900-0959,38.0,952.0,1038.0,7.0,1027,1045.0,18.0,18.0,1.0,1.0,1000-1059,0.0,,0.0,14.0,0.0,4.0,0.0,0.0
149289,2025,1,6,1,2025-01-06,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,19.0,914.0,1005.0,5.0,1027,1010.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149290,2025,1,7,2,2025-01-07,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,913.0,13.0,13.0,0.0,0.0,0900-0959,36.0,949.0,1035.0,5.0,1033,1040.0,7.0,7.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
149291,2025,1,8,3,2025-01-08,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,21.0,916.0,1000.0,5.0,1033,1005.0,-28.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149292,2025,1,9,4,2025-01-09,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,856.0,-4.0,0.0,0.0,-1.0,0900-0959,24.0,920.0,1004.0,5.0,1033,1009.0,-24.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149293,2025,1,10,5,2025-01-10,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,,,,,,0900-0959,,,,,1033,,,,,,1000-1059,1.0,B,0.0,,,,,
149294,2025,1,11,6,2025-01-11,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,,,,,,0900-0959,,,,,1033,,,,,,1000-1059,1.0,B,0.0,,,,,
149295,2025,1,12,7,2025-01-12,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,857.0,-3.0,0.0,0.0,-1.0,0900-0959,27.0,924.0,1008.0,5.0,1033,1013.0,-20.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149296,2025,1,13,1,2025-01-13,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,854.0,-6.0,0.0,0.0,-1.0,0900-0959,24.0,918.0,1005.0,41.0,1033,1046.0,13.0,13.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
149297,2025,1,14,2,2025-01-14,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,901.0,1.0,1.0,0.0,0.0,0900-0959,23.0,924.0,1012.0,6.0,1033,1018.0,-15.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149298,2025,1,15,3,2025-01-15,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,854.0,-6.0,0.0,0.0,-1.0,0900-0959,20.0,914.0,1000.0,6.0,1033,1006.0,-27.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149299,2025,1,16,4,2025-01-16,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,853.0,-7.0,0.0,0.0,-1.0,0900-0959,18.0,911.0,956.0,9.0,1033,1005.0,-28.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149300,2025,1,17,5,2025-01-17,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,853.0,-7.0,0.0,0.0,-1.0,0900-0959,21.0,914.0,956.0,4.0,1033,1000.0,-33.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149301,2025,1,18,6,2025-01-18,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,857.0,-3.0,0.0,0.0,-1.0,0900-0959,24.0,921.0,1015.0,7.0,1033,1022.0,-11.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149302,2025,1,19,7,2025-01-19,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,853.0,-7.0,0.0,0.0,-1.0,0900-0959,38.0,931.0,1019.0,6.0,1033,1025.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149303,2025,1,20,1,2025-01-20,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,901.0,1.0,1.0,0.0,0.0,0900-0959,37.0,938.0,1025.0,5.0,1033,1030.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149304,2025,1,21,2,2025-01-21,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,857.0,-3.0,0.0,0.0,-1.0,0900-0959,26.0,923.0,1014.0,20.0,1033,1034.0,1.0,1.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
149305,2025,1,22,3,2025-01-22,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,907.0,7.0,7.0,0.0,0.0,0900-0959,30.0,937.0,1032.0,11.0,1033,1043.0,10.0,10.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
149306,2025,1,23,4,2025-01-23,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,858.0,-2.0,0.0,0.0,-1.0,0900-0959,24.0,922.0,1009.0,5.0,1033,1014.0,-19.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149307,2025,1,24,5,2025-01-24,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,900.0,0.0,0.0,0.0,0.0,0900-0959,20.0,920.0,1015.0,5.0,1033,1020.0,-13.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149308,2025,1,25,6,2025-01-25,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,853.0,-7.0,0.0,0.0,-1.0,0900-0959,15.0,908.0,953.0,5.0,1033,958.0,-35.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149309,2025,1,26,7,2025-01-26,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,40.0,935.0,1018.0,5.0,1033,1023.0,-10.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149310,2025,1,27,1,2025-01-27,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,854.0,-6.0,0.0,0.0,-1.0,0900-0959,26.0,920.0,1009.0,7.0,1033,1016.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149311,2025,1,28,2,2025-01-28,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,858.0,-2.0,0.0,0.0,-1.0,0900-0959,51.0,949.0,1033.0,5.0,1033,1038.0,5.0,5.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
149312,2025,1,29,3,2025-01-29,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,852.0,-8.0,0.0,0.0,-1.0,0900-0959,28.0,920.0,1007.0,10.0,1033,1017.0,-16.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149313,2025,1,30,4,2025-01-30,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,854.0,-6.0,0.0,0.0,-1.0,0900-0959,20.0,914.0,1002.0,8.0,1033,1010.0,-23.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
149314,2025,1,31,5,2025-01-31,AA,19805,OH,20397,5019,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",900,854.0,-6.0,0.0,0.0,-1.0,0900-0959,32.0,926.0,1016.0,10.0,1033,1026.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
149315,2025,1,7,2,2025-01-07,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1351.0,-2.0,0.0,0.0,-1.0,1300-1359,24.0,1415.0,1458.0,5.0,1517,1503.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149316,2025,1,8,3,2025-01-08,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1347.0,-6.0,0.0,0.0,-1.0,1300-1359,23.0,1410.0,1457.0,7.0,1517,1504.0,-13.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149317,2025,1,9,4,2025-01-09,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1347.0,-6.0,0.0,0.0,-1.0,1300-1359,22.0,1409.0,1453.0,6.0,1517,1459.0,-18.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,,,,,
149318,2025,1,10,5,2025-01-10,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,,,,,,1300-1359,,,,,1517,,,,,,1500-1559,1.0,B,0.0,,,,,
149319,2025,1,11,6,2025-01-11,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1415.0,22.0,22.0,1.0,1.0,1300-1359,18.0,1433.0,1514.0,6.0,1517,1520.0,3.0,3.0,0.0,0.0,1500-1559,0.0,,0.0,,,,,
149320,2025,1,12,7,2025-01-12,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1359.0,6.0,6.0,0.0,0.0,1300-1359,19.0,1418.0,1504.0,6.0,1517,1510.0,-7.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149321,2025,1,13,1,2025-01-13,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1350.0,-3.0,0.0,0.0,-1.0,1300-1359,21.0,1411.0,1457.0,5.0,1517,1502.0,-15.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149322,2025,1,14,2,2025-01-14,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1354.0,1.0,1.0,0.0,0.0,1300-1359,21.0,1415.0,1505.0,6.0,1517,1511.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149323,2025,1,15,3,2025-01-15,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1349.0,-4.0,0.0,0.0,-1.0,1300-1359,25.0,1414.0,1500.0,5.0,1517,1505.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149324,2025,1,16,4,2025-01-16,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1346.0,-7.0,0.0,0.0,-1.0,1300-1359,26.0,1412.0,1500.0,7.0,1517,1507.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149325,2025,1,17,5,2025-01-17,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1345.0,-8.0,0.0,0.0,-1.0,1300-1359,21.0,1406.0,1450.0,17.0,1517,1507.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149326,2025,1,18,6,2025-01-18,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1423.0,30.0,30.0,1.0,2.0,1300-1359,37.0,1500.0,1547.0,4.0,1517,1551.0,34.0,34.0,1.0,2.0,1500-1559,0.0,,0.0,30.0,0.0,4.0,0.0,0.0
149327,2025,1,19,7,2025-01-19,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1351.0,-2.0,0.0,0.0,-1.0,1300-1359,13.0,1404.0,1454.0,11.0,1517,1505.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149328,2025,1,20,1,2025-01-20,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1414.0,21.0,21.0,1.0,1.0,1300-1359,40.0,1454.0,1545.0,5.0,1517,1550.0,33.0,33.0,1.0,2.0,1500-1559,0.0,,0.0,21.0,0.0,12.0,0.0,0.0
149329,2025,1,21,2,2025-01-21,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1350.0,-3.0,0.0,0.0,-1.0,1300-1359,31.0,1421.0,1513.0,5.0,1517,1518.0,1.0,1.0,0.0,0.0,1500-1559,0.0,,0.0,,,,,
149330,2025,1,22,3,2025-01-22,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1351.0,-2.0,0.0,0.0,-1.0,1300-1359,22.0,1413.0,1501.0,9.0,1517,1510.0,-7.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149331,2025,1,23,4,2025-01-23,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1408.0,15.0,15.0,1.0,1.0,1300-1359,21.0,1429.0,1518.0,5.0,1517,1523.0,6.0,6.0,0.0,0.0,1500-1559,0.0,,0.0,,,,,
149332,2025,1,24,5,2025-01-24,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1350.0,-3.0,0.0,0.0,-1.0,1300-1359,17.0,1407.0,1452.0,5.0,1517,1457.0,-20.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,,,,,
149333,2025,1,25,6,2025-01-25,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1346.0,-7.0,0.0,0.0,-1.0,1300-1359,30.0,1416.0,1502.0,6.0,1517,1508.0,-9.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149334,2025,1,26,7,2025-01-26,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1346.0,-7.0,0.0,0.0,-1.0,1300-1359,29.0,1415.0,1503.0,6.0,1517,1509.0,-8.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149335,2025,1,27,1,2025-01-27,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1345.0,-8.0,0.0,0.0,-1.0,1300-1359,32.0,1417.0,1506.0,9.0,1517,1515.0,-2.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,,,,,
149336,2025,1,28,2,2025-01-28,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1437.0,44.0,44.0,1.0,2.0,1300-1359,32.0,1509.0,1556.0,6.0,1517,1602.0,45.0,45.0,1.0,3.0,1500-1559,0.0,,0.0,0.0,0.0,1.0,0.0,44.0
149337,2025,1,29,3,2025-01-29,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1347.0,-6.0,0.0,0.0,-1.0,1300-1359,18.0,1405.0,1451.0,5.0,1517,1456.0,-21.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,,,,,
149338,2025,1,30,4,2025-01-30,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1447.0,54.0,54.0,1.0,3.0,1300-1359,32.0,1519.0,1607.0,8.0,1517,1615.0,58.0,58.0,1.0,3.0,1500-1559,0.0,,0.0,3.0,0.0,4.0,0.0,51.0
149339,2025,1,31,5,2025-01-31,AA,19805,OH,20397,5021,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1353,1407.0,14.0,14.0,0.0,0.0,1300-1359,22.0,1429.0,1518.0,7.0,1517,1525.0,8.0,8.0,0.0,0.0,1500-1559,0.0,,0.0,,,,,
149370,2025,1,1,3,2025-01-01,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1721.0,66.0,66.0,1.0,4.0,1600-1659,18.0,1739.0,1828.0,8.0,1733,1836.0,63.0,63.0,1.0,4.0,1700-1759,0.0,,0.0,63.0,0.0,0.0,0.0,0.0
149371,2025,1,2,4,2025-01-02,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1611.0,-4.0,0.0,0.0,-1.0,1600-1659,18.0,1629.0,1714.0,32.0,1733,1746.0,13.0,13.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
149372,2025,1,3,5,2025-01-03,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1627.0,12.0,12.0,0.0,0.0,1600-1659,21.0,1648.0,1738.0,5.0,1733,1743.0,10.0,10.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
149373,2025,1,4,6,2025-01-04,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1623.0,8.0,8.0,0.0,0.0,1600-1659,23.0,1646.0,1734.0,6.0,1733,1740.0,7.0,7.0,0.0,0.0,1700-1759,0.0,,0.0,,,,,
149374,2025,1,5,7,2025-01-05,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1657.0,42.0,42.0,1.0,2.0,1600-1659,34.0,1731.0,1826.0,9.0,1733,1835.0,62.0,62.0,1.0,4.0,1700-1759,0.0,,0.0,7.0,0.0,20.0,0.0,35.0
149375,2025,1,6,1,2025-01-06,AA,19805,OH,20397,5022,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1615,1643.0,28.0,28.0,1.0,1.0,1600-1659,18.0,1701.0,1745.0,48.0,1733,1833.0,60.0,60.0,1.0,4.0,1700-1759,0.0,,0.0,23.0,0.0,32.0,0.0,5.0
150639,2025,1,1,3,2025-01-01,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1816.0,-7.0,0.0,0.0,-1.0,1800-1859,34.0,1850.0,1941.0,11.0,1950,1952.0,2.0,2.0,0.0,0.0,1900-1959,0.0,,0.0,,,,,
150640,2025,1,2,4,2025-01-02,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1818.0,-5.0,0.0,0.0,-1.0,1800-1859,28.0,1846.0,1932.0,6.0,1950,1938.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
150641,2025,1,3,5,2025-01-03,AA,19805,OH,20397,5059,11057,1105703,31057,CLT,"Charlotte, NC",10397,1039707,30397,ATL,"Atlanta, GA",1823,1818.0,-5.0,0.0,0.0,-1.0,1800-1859,25.0,1843.0,1931.0,8.0,1950,1939.0,-11.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,,,,,
