,Year,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,DOT_ID_Marketing_Airline,Operating_Airline ,DOT_ID_Operating_Airline,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
307531,2025,1,16,4,2025-01-16,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1131.0,-4.0,0.0,0.0,-1.0,1100-1159,20.0,1151.0,1301.0,5.0,1335,1306.0,-29.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,,,,,
307532,2025,1,17,5,2025-01-17,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1131.0,-4.0,0.0,0.0,-1.0,1100-1159,40.0,1211.0,1316.0,9.0,1335,1325.0,-10.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307533,2025,1,18,6,2025-01-18,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",930,930.0,0.0,0.0,0.0,0.0,0900-0959,20.0,950.0,1113.0,10.0,1128,1123.0,-5.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
307534,2025,1,19,7,2025-01-19,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1129.0,-6.0,0.0,0.0,-1.0,1100-1159,24.0,1153.0,1319.0,9.0,1335,1328.0,-7.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307535,2025,1,20,1,2025-01-20,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1151.0,16.0,16.0,1.0,1.0,1100-1159,14.0,1205.0,1341.0,10.0,1335,1351.0,16.0,16.0,1.0,1.0,1300-1359,0.0,,0.0,16.0,0.0,0.0,0.0,0.0
307536,2025,1,21,2,2025-01-21,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1137.0,2.0,2.0,0.0,0.0,1100-1159,15.0,1152.0,1310.0,10.0,1335,1320.0,-15.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307537,2025,1,22,3,2025-01-22,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1147.0,12.0,12.0,0.0,0.0,1100-1159,8.0,1155.0,1309.0,10.0,1335,1319.0,-16.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,,,,,
307538,2025,1,23,4,2025-01-23,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1145.0,10.0,10.0,0.0,0.0,1100-1159,20.0,1205.0,1313.0,9.0,1335,1322.0,-13.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307539,2025,1,24,5,2025-01-24,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1138.0,3.0,3.0,0.0,0.0,1100-1159,14.0,1152.0,1314.0,7.0,1335,1321.0,-14.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307540,2025,1,25,6,2025-01-25,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1131.0,-4.0,0.0,0.0,-1.0,1100-1159,13.0,1144.0,1303.0,9.0,1335,1312.0,-23.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,,,,,
307541,2025,1,26,7,2025-01-26,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1129.0,-6.0,0.0,0.0,-1.0,1100-1159,19.0,1148.0,1322.0,8.0,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307542,2025,1,27,1,2025-01-27,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1136.0,1.0,1.0,0.0,0.0,1100-1159,26.0,1202.0,1304.0,8.0,1335,1312.0,-23.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,,,,,
307543,2025,1,28,2,2025-01-28,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1131.0,-4.0,0.0,0.0,-1.0,1100-1159,13.0,1144.0,1246.0,11.0,1335,1257.0,-38.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,,,,,
307544,2025,1,29,3,2025-01-29,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1149.0,14.0,14.0,0.0,0.0,1100-1159,18.0,1207.0,1321.0,9.0,1335,1330.0,-5.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307545,2025,1,30,4,2025-01-30,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1144.0,9.0,9.0,0.0,0.0,1100-1159,21.0,1205.0,1317.0,8.0,1335,1325.0,-10.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
307546,2025,1,31,5,2025-01-31,AA,19805,AA,19805,1636,11057,1105703,31057,CLT,"Charlotte, NC",11292,1129202,30325,DEN,"Denver, CO",1135,1138.0,3.0,3.0,0.0,0.0,1100-1159,27.0,1205.0,1315.0,8.0,1335,1323.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,,,,,
308367,2025,1,2,4,2025-01-02,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",940,938.0,-2.0,0.0,0.0,-1.0,0900-0959,22.0,1000.0,1033.0,7.0,1101,1040.0,-21.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
308368,2025,1,3,5,2025-01-03,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",940,939.0,-1.0,0.0,0.0,-1.0,0900-0959,31.0,1010.0,1046.0,9.0,1101,1055.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
308369,2025,1,4,6,2025-01-04,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",940,937.0,-3.0,0.0,0.0,-1.0,0900-0959,15.0,952.0,1029.0,7.0,1101,1036.0,-25.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
308370,2025,1,5,7,2025-01-05,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",940,947.0,7.0,7.0,0.0,0.0,0900-0959,33.0,1020.0,1056.0,15.0,1101,1111.0,10.0,10.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
308371,2025,1,6,1,2025-01-06,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",940,951.0,11.0,11.0,0.0,0.0,0900-0959,18.0,1009.0,1045.0,16.0,1101,1101.0,0.0,0.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
308372,2025,1,7,2,2025-01-07,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,21.0,939.0,1013.0,11.0,1038,1024.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308373,2025,1,8,3,2025-01-08,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,911.0,-9.0,0.0,0.0,-1.0,0900-0959,18.0,929.0,1001.0,60.0,1038,1101.0,23.0,23.0,1.0,1.0,1000-1059,0.0,,0.0,0.0,0.0,23.0,0.0,0.0
308374,2025,1,9,4,2025-01-09,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,909.0,-11.0,0.0,0.0,-1.0,0900-0959,22.0,931.0,1003.0,16.0,1038,1019.0,-19.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308375,2025,1,10,5,2025-01-10,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,1314.0,234.0,234.0,1.0,12.0,0900-0959,14.0,1328.0,1404.0,20.0,1038,1424.0,226.0,226.0,1.0,12.0,1000-1059,0.0,,0.0,3.0,0.0,0.0,0.0,223.0
308376,2025,1,11,6,2025-01-11,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",915,,,,,,0900-0959,,,,,1024,,,,,,1000-1059,1.0,B,0.0,,,,,
308377,2025,1,12,7,2025-01-12,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,915.0,-5.0,0.0,0.0,-1.0,0900-0959,24.0,939.0,1012.0,17.0,1038,1029.0,-9.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308378,2025,1,13,1,2025-01-13,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,915.0,-5.0,0.0,0.0,-1.0,0900-0959,16.0,931.0,1013.0,9.0,1038,1022.0,-16.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308379,2025,1,14,2,2025-01-14,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,912.0,-8.0,0.0,0.0,-1.0,0900-0959,21.0,933.0,1013.0,18.0,1038,1031.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308380,2025,1,15,3,2025-01-15,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,914.0,-6.0,0.0,0.0,-1.0,0900-0959,18.0,932.0,1005.0,7.0,1038,1012.0,-26.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308381,2025,1,16,4,2025-01-16,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,917.0,-3.0,0.0,0.0,-1.0,0900-0959,14.0,931.0,1011.0,11.0,1038,1022.0,-16.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308382,2025,1,17,5,2025-01-17,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,916.0,-4.0,0.0,0.0,-1.0,0900-0959,16.0,932.0,1002.0,11.0,1038,1013.0,-25.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308383,2025,1,18,6,2025-01-18,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",915,906.0,-9.0,0.0,0.0,-1.0,0900-0959,18.0,924.0,953.0,11.0,1024,1004.0,-20.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308384,2025,1,19,7,2025-01-19,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,917.0,-3.0,0.0,0.0,-1.0,0900-0959,20.0,937.0,1003.0,12.0,1038,1015.0,-23.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308385,2025,1,20,1,2025-01-20,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,17.0,935.0,1005.0,8.0,1038,1013.0,-25.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308386,2025,1,21,2,2025-01-21,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,1000.0,40.0,40.0,1.0,2.0,0900-0959,18.0,1018.0,1051.0,10.0,1038,1101.0,23.0,23.0,1.0,1.0,1000-1059,0.0,,0.0,23.0,0.0,0.0,0.0,0.0
308387,2025,1,22,3,2025-01-22,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,,,,,,0900-0959,,,,,1038,,,,,,1000-1059,1.0,B,0.0,,,,,
308388,2025,1,23,4,2025-01-23,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,910.0,-10.0,0.0,0.0,-1.0,0900-0959,34.0,944.0,1016.0,10.0,1038,1026.0,-12.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308389,2025,1,24,5,2025-01-24,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,916.0,-4.0,0.0,0.0,-1.0,0900-0959,19.0,935.0,1005.0,15.0,1038,1020.0,-18.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308390,2025,1,25,6,2025-01-25,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",915,907.0,-8.0,0.0,0.0,-1.0,0900-0959,21.0,928.0,1003.0,7.0,1024,1010.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308391,2025,1,26,7,2025-01-26,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,19.0,937.0,1009.0,10.0,1038,1019.0,-19.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308392,2025,1,27,1,2025-01-27,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,924.0,4.0,4.0,0.0,0.0,0900-0959,19.0,943.0,1016.0,10.0,1038,1026.0,-12.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,,,,,
308393,2025,1,28,2,2025-01-28,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,916.0,-4.0,0.0,0.0,-1.0,0900-0959,20.0,936.0,1010.0,10.0,1038,1020.0,-18.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308394,2025,1,29,3,2025-01-29,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,30.0,948.0,1029.0,11.0,1038,1040.0,2.0,2.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
308395,2025,1,30,4,2025-01-30,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,909.0,-11.0,0.0,0.0,-1.0,0900-0959,19.0,928.0,958.0,8.0,1038,1006.0,-32.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,,,,,
308396,2025,1,31,5,2025-01-31,AA,19805,AA,19805,1668,11057,1105703,31057,CLT,"Charlotte, NC",13930,1393008,30977,ORD,"Chicago, IL",920,916.0,-4.0,0.0,0.0,-1.0,0900-0959,30.0,946.0,1019.0,30.0,1038,1049.0,11.0,11.0,0.0,0.0,1000-1059,0.0,,0.0,,,,,
309113,2025,1,1,3,2025-01-01,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",920,928.0,8.0,8.0,0.0,0.0,0900-0959,21.0,949.0,1127.0,14.0,1137,1141.0,4.0,4.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309114,2025,1,2,4,2025-01-02,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",920,916.0,-4.0,0.0,0.0,-1.0,0900-0959,14.0,930.0,1104.0,10.0,1137,1114.0,-23.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309115,2025,1,3,5,2025-01-03,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",920,942.0,22.0,22.0,1.0,1.0,0900-0959,31.0,1013.0,1128.0,9.0,1137,1137.0,0.0,0.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309116,2025,1,4,6,2025-01-04,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",923,920.0,-3.0,0.0,0.0,-1.0,0900-0959,18.0,938.0,1104.0,12.0,1139,1116.0,-23.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309117,2025,1,5,7,2025-01-05,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,22.0,940.0,1142.0,16.0,1137,1158.0,21.0,21.0,1.0,1.0,1100-1159,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
309118,2025,1,6,1,2025-01-06,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",920,1001.0,41.0,41.0,1.0,2.0,0900-0959,21.0,1022.0,1203.0,15.0,1137,1218.0,41.0,41.0,1.0,2.0,1100-1159,0.0,,0.0,41.0,0.0,0.0,0.0,0.0
309119,2025,1,7,2,2025-01-07,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,921.0,-4.0,0.0,0.0,-1.0,0900-0959,14.0,935.0,1103.0,19.0,1139,1122.0,-17.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309120,2025,1,8,3,2025-01-08,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,924.0,-1.0,0.0,0.0,-1.0,0900-0959,26.0,950.0,1132.0,9.0,1139,1141.0,2.0,2.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309121,2025,1,9,4,2025-01-09,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,925.0,0.0,0.0,0.0,0.0,0900-0959,27.0,952.0,1418.0,16.0,1139,1434.0,,,,,1100-1159,0.0,,1.0,,,,,
309122,2025,1,10,5,2025-01-10,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,933.0,8.0,8.0,0.0,0.0,0900-0959,15.0,948.0,1126.0,49.0,1139,1215.0,36.0,36.0,1.0,2.0,1100-1159,0.0,,0.0,8.0,0.0,28.0,0.0,0.0
309123,2025,1,11,6,2025-01-11,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,,,,,,0900-0959,,,,,1139,,,,,,1100-1159,1.0,B,0.0,,,,,
309124,2025,1,12,7,2025-01-12,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,953.0,28.0,28.0,1.0,1.0,0900-0959,28.0,1021.0,1152.0,6.0,1139,1158.0,19.0,19.0,1.0,1.0,1100-1159,0.0,,0.0,10.0,0.0,0.0,0.0,9.0
309125,2025,1,13,1,2025-01-13,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,923.0,-2.0,0.0,0.0,-1.0,0900-0959,25.0,948.0,1121.0,17.0,1139,1138.0,-1.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309126,2025,1,14,2,2025-01-14,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,921.0,-4.0,0.0,0.0,-1.0,0900-0959,22.0,943.0,1112.0,12.0,1139,1124.0,-15.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309127,2025,1,15,3,2025-01-15,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,922.0,-3.0,0.0,0.0,-1.0,0900-0959,23.0,945.0,1106.0,16.0,1139,1122.0,-17.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309128,2025,1,16,4,2025-01-16,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,923.0,-2.0,0.0,0.0,-1.0,0900-0959,19.0,942.0,1059.0,12.0,1139,1111.0,-28.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309129,2025,1,17,5,2025-01-17,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,922.0,-3.0,0.0,0.0,-1.0,0900-0959,17.0,939.0,1053.0,3.0,1139,1056.0,-43.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309130,2025,1,18,6,2025-01-18,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,923.0,-2.0,0.0,0.0,-1.0,0900-0959,19.0,942.0,1105.0,13.0,1139,1118.0,-21.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,,,,,
309131,2025,1,19,7,2025-01-19,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,924.0,-1.0,0.0,0.0,-1.0,0900-0959,23.0,947.0,1126.0,13.0,1139,1139.0,0.0,0.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309132,2025,1,20,1,2025-01-20,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,923.0,-2.0,0.0,0.0,-1.0,0900-0959,16.0,939.0,1127.0,11.0,1139,1138.0,-1.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309133,2025,1,21,2,2025-01-21,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,922.0,-3.0,0.0,0.0,-1.0,0900-0959,18.0,940.0,1124.0,12.0,1139,1136.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309134,2025,1,22,3,2025-01-22,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,,,,,,0900-0959,,,,,1139,,,,,,1100-1159,1.0,B,0.0,,,,,
309135,2025,1,23,4,2025-01-23,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,923.0,-2.0,0.0,0.0,-1.0,0900-0959,23.0,946.0,1118.0,11.0,1139,1129.0,-10.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309136,2025,1,24,5,2025-01-24,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,935.0,10.0,10.0,0.0,0.0,0900-0959,27.0,1002.0,1118.0,13.0,1139,1131.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309137,2025,1,25,6,2025-01-25,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,1044.0,79.0,79.0,1.0,5.0,0900-0959,20.0,1104.0,1223.0,12.0,1139,1235.0,56.0,56.0,1.0,3.0,1100-1159,0.0,,0.0,32.0,0.0,0.0,0.0,24.0
309138,2025,1,26,7,2025-01-26,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,932.0,7.0,7.0,0.0,0.0,0900-0959,18.0,950.0,1134.0,16.0,1139,1150.0,11.0,11.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309139,2025,1,27,1,2025-01-27,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,932.0,7.0,7.0,0.0,0.0,0900-0959,16.0,948.0,1120.0,14.0,1139,1134.0,-5.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,,,,,
309140,2025,1,28,2,2025-01-28,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,924.0,-1.0,0.0,0.0,-1.0,0900-0959,24.0,948.0,1555.0,14.0,1139,1609.0,,,,,1100-1159,0.0,,1.0,,,,,
309141,2025,1,29,3,2025-01-29,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,924.0,-1.0,0.0,0.0,-1.0,0900-0959,27.0,951.0,1125.0,16.0,1139,1141.0,2.0,2.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
309142,2025,1,30,4,2025-01-30,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,925.0,0.0,0.0,0.0,0.0,0900-0959,20.0,945.0,1151.0,15.0,1139,1206.0,27.0,27.0,1.0,1.0,1100-1159,0.0,,0.0,0.0,0.0,27.0,0.0,0.0
309143,2025,1,31,5,2025-01-31,AA,19805,AA,19805,1695,11057,1105703,31057,CLT,"Charlotte, NC",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",925,924.0,-1.0,0.0,0.0,-1.0,0900-0959,37.0,1001.0,1135.0,7.0,1139,1142.0,3.0,3.0,0.0,0.0,1100-1159,0.0,,0.0,,,,,
