,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginStateName,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestStateName,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
9040,2025,1,1,19,7,1/19/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,2010.0,94.0,94.0,1.0,6.0,1800-1859,12.0,2022.0,2141.0,19.0,2024,2200.0,96.0,96.0,1.0,6.0,2000-2059,0,,0,94.0,0.0,2.0,0.0,0.0
9041,2025,1,1,20,1,1/20/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1845.0,9.0,9.0,0.0,0.0,1800-1859,19.0,1904.0,2024.0,7.0,2024,2031.0,7.0,7.0,0.0,0.0,2000-2059,0,,0,,,,,
9042,2025,1,1,23,4,1/23/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1832.0,-4.0,0.0,0.0,-1.0,1800-1859,17.0,1849.0,1958.0,18.0,2024,2016.0,-8.0,0.0,0.0,-1.0,2000-2059,0,,0,,,,,
9043,2025,1,1,24,5,1/24/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1833.0,-3.0,0.0,0.0,-1.0,1800-1859,15.0,1848.0,2007.0,10.0,2024,2017.0,-7.0,0.0,0.0,-1.0,2000-2059,0,,0,,,,,
9044,2025,1,1,26,7,1/26/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1844.0,8.0,8.0,0.0,0.0,1800-1859,16.0,1900.0,2032.0,7.0,2024,2039.0,15.0,15.0,1.0,1.0,2000-2059,0,,0,8.0,0.0,7.0,0.0,0.0
9045,2025,1,1,27,1,1/27/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1927.0,51.0,51.0,1.0,3.0,1800-1859,18.0,1945.0,2054.0,12.0,2024,2106.0,42.0,42.0,1.0,2.0,2000-2059,0,,0,28.0,0.0,0.0,0.0,14.0
9046,2025,1,1,30,4,1/30/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1839.0,3.0,3.0,0.0,0.0,1800-1859,16.0,1855.0,2001.0,7.0,2024,2008.0,-16.0,0.0,0.0,-2.0,2000-2059,0,,0,,,,,
9047,2025,1,1,31,5,1/31/2025,AA,2837,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11292,1129202,30325,DEN,"Denver, CO",Colorado,1836,1842.0,6.0,6.0,0.0,0.0,1800-1859,24.0,1906.0,2010.0,5.0,2024,2015.0,-9.0,0.0,0.0,-1.0,2000-2059,0,,0,,,,,
9048,2025,1,1,1,3,1/1/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1634.0,-5.0,0.0,0.0,-1.0,1600-1659,14.0,1648.0,1826.0,18.0,1845,1844.0,-1.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9049,2025,1,1,2,4,1/2/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1638.0,-1.0,0.0,0.0,-1.0,1600-1659,19.0,1657.0,1827.0,19.0,1845,1846.0,1.0,1.0,0.0,0.0,1800-1859,0,,0,,,,,
9050,2025,1,1,3,5,1/3/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1635.0,-4.0,0.0,0.0,-1.0,1600-1659,18.0,1653.0,1817.0,21.0,1845,1838.0,-7.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9051,2025,1,1,4,6,1/4/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1639.0,0.0,0.0,0.0,0.0,1600-1659,26.0,1705.0,1832.0,16.0,1845,1848.0,3.0,3.0,0.0,0.0,1800-1859,0,,0,,,,,
9052,2025,1,1,5,7,1/5/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1635.0,-4.0,0.0,0.0,-1.0,1600-1659,60.0,1735.0,1950.0,11.0,1845,2001.0,76.0,76.0,1.0,5.0,1800-1859,0,,0,0.0,0.0,76.0,0.0,0.0
9053,2025,1,1,6,1,1/6/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1639,1635.0,-4.0,0.0,0.0,-1.0,1600-1659,14.0,1649.0,1820.0,12.0,1845,1832.0,-13.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9054,2025,1,1,7,2,1/7/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1639.0,-2.0,0.0,0.0,-1.0,1600-1659,15.0,1654.0,1824.0,12.0,1845,1836.0,-9.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9055,2025,1,1,8,3,1/8/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1646.0,5.0,5.0,0.0,0.0,1600-1659,15.0,1701.0,1834.0,13.0,1845,1847.0,2.0,2.0,0.0,0.0,1800-1859,0,,0,,,,,
9056,2025,1,1,9,4,1/9/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,,,,,,1600-1659,,,,,1845,,,,,,1800-1859,1,B,0,,,,,
9057,2025,1,1,10,5,1/10/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,,,,,,1600-1659,,,,,1845,,,,,,1800-1859,1,B,0,,,,,
9058,2025,1,1,11,6,1/11/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1641.0,0.0,0.0,0.0,0.0,1600-1659,15.0,1656.0,1815.0,13.0,1845,1828.0,-17.0,0.0,0.0,-2.0,1800-1859,0,,0,,,,,
9059,2025,1,1,12,7,1/12/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1639.0,-2.0,0.0,0.0,-1.0,1600-1659,19.0,1658.0,1828.0,27.0,1845,1855.0,10.0,10.0,0.0,0.0,1800-1859,0,,0,,,,,
9060,2025,1,1,13,1,1/13/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1638.0,-3.0,0.0,0.0,-1.0,1600-1659,15.0,1653.0,1818.0,21.0,1845,1839.0,-6.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9061,2025,1,1,14,2,1/14/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1644.0,3.0,3.0,0.0,0.0,1600-1659,16.0,1700.0,1826.0,7.0,1845,1833.0,-12.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9062,2025,1,1,15,3,1/15/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1640.0,-1.0,0.0,0.0,-1.0,1600-1659,19.0,1659.0,1833.0,22.0,1845,1855.0,10.0,10.0,0.0,0.0,1800-1859,0,,0,,,,,
9063,2025,1,1,16,4,1/16/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1639.0,-2.0,0.0,0.0,-1.0,1600-1659,33.0,1712.0,1830.0,7.0,1845,1837.0,-8.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9064,2025,1,1,17,5,1/17/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1640.0,-1.0,0.0,0.0,-1.0,1600-1659,18.0,1658.0,1842.0,25.0,1845,1907.0,22.0,22.0,1.0,1.0,1800-1859,0,,0,0.0,0.0,22.0,0.0,0.0
9065,2025,1,1,18,6,1/18/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1635.0,-6.0,0.0,0.0,-1.0,1600-1659,15.0,1650.0,1820.0,28.0,1845,1848.0,3.0,3.0,0.0,0.0,1800-1859,0,,0,,,,,
9066,2025,1,1,19,7,1/19/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1708.0,27.0,27.0,1.0,1.0,1600-1659,21.0,1729.0,1905.0,17.0,1845,1922.0,37.0,37.0,1.0,2.0,1800-1859,0,,0,27.0,0.0,10.0,0.0,0.0
9067,2025,1,1,20,1,1/20/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1637.0,-4.0,0.0,0.0,-1.0,1600-1659,15.0,1652.0,1832.0,12.0,1845,1844.0,-1.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9068,2025,1,1,21,2,1/21/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1638.0,-3.0,0.0,0.0,-1.0,1600-1659,20.0,1658.0,1822.0,21.0,1845,1843.0,-2.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9069,2025,1,1,22,3,1/22/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1637.0,-4.0,0.0,0.0,-1.0,1600-1659,19.0,1656.0,1826.0,22.0,1845,1848.0,3.0,3.0,0.0,0.0,1800-1859,0,,0,,,,,
9070,2025,1,1,23,4,1/23/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1639.0,-2.0,0.0,0.0,-1.0,1600-1659,15.0,1654.0,1840.0,12.0,1845,1852.0,7.0,7.0,0.0,0.0,1800-1859,0,,0,,,,,
9071,2025,1,1,24,5,1/24/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1651.0,10.0,10.0,0.0,0.0,1600-1659,14.0,1705.0,1826.0,17.0,1845,1843.0,-2.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9072,2025,1,1,25,6,1/25/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1642.0,1.0,1.0,0.0,0.0,1600-1659,30.0,1712.0,1836.0,12.0,1845,1848.0,3.0,3.0,0.0,0.0,1800-1859,0,,0,,,,,
9073,2025,1,1,26,7,1/26/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1638.0,-3.0,0.0,0.0,-1.0,1600-1659,15.0,1653.0,1838.0,13.0,1845,1851.0,6.0,6.0,0.0,0.0,1800-1859,0,,0,,,,,
9074,2025,1,1,27,1,1/27/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1642.0,1.0,1.0,0.0,0.0,1600-1659,47.0,1729.0,1858.0,12.0,1845,1910.0,25.0,25.0,1.0,1.0,1800-1859,0,,0,1.0,0.0,24.0,0.0,0.0
9075,2025,1,1,28,2,1/28/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1636.0,-5.0,0.0,0.0,-1.0,1600-1659,21.0,1657.0,1822.0,21.0,1845,1843.0,-2.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9076,2025,1,1,29,3,1/29/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1644.0,3.0,3.0,0.0,0.0,1600-1659,28.0,1712.0,1848.0,33.0,1845,1921.0,36.0,36.0,1.0,2.0,1800-1859,0,,0,3.0,0.0,33.0,0.0,0.0
9077,2025,1,1,30,4,1/30/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1638.0,-3.0,0.0,0.0,-1.0,1600-1659,21.0,1659.0,1841.0,15.0,1845,1856.0,11.0,11.0,0.0,0.0,1800-1859,0,,0,,,,,
9078,2025,1,1,31,5,1/31/2025,AA,2838,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",Texas,1641,1634.0,-7.0,0.0,0.0,-1.0,1600-1659,16.0,1650.0,1826.0,6.0,1845,1832.0,-13.0,0.0,0.0,-1.0,1800-1859,0,,0,,,,,
9079,2025,1,1,1,3,1/1/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,737.0,-7.0,0.0,0.0,-1.0,0700-0759,13.0,750.0,826.0,16.0,855,842.0,-13.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9080,2025,1,1,2,4,1/2/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,743.0,-1.0,0.0,0.0,-1.0,0700-0759,32.0,815.0,847.0,10.0,855,857.0,2.0,2.0,0.0,0.0,0800-0859,0,,0,,,,,
9081,2025,1,1,3,5,1/3/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,921.0,97.0,97.0,1.0,6.0,0700-0759,17.0,938.0,1013.0,15.0,855,1028.0,93.0,93.0,1.0,6.0,0800-0859,0,,0,93.0,0.0,0.0,0.0,0.0
9082,2025,1,1,4,6,1/4/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,743.0,-1.0,0.0,0.0,-1.0,0700-0759,13.0,756.0,841.0,11.0,855,852.0,-3.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9083,2025,1,1,5,7,1/5/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,740.0,-4.0,0.0,0.0,-1.0,0700-0759,27.0,807.0,841.0,8.0,855,849.0,-6.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9084,2025,1,1,6,1,1/6/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,744,749.0,5.0,5.0,0.0,0.0,0700-0759,76.0,905.0,955.0,15.0,855,1010.0,75.0,75.0,1.0,5.0,0800-0859,0,,0,5.0,0.0,70.0,0.0,0.0
9085,2025,1,1,7,2,1/7/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,713.0,-7.0,0.0,0.0,-1.0,0700-0759,21.0,734.0,806.0,10.0,830,816.0,-14.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9086,2025,1,1,8,3,1/8/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,13.0,727.0,804.0,12.0,830,816.0,-14.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9087,2025,1,1,9,4,1/9/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,717.0,-3.0,0.0,0.0,-1.0,0700-0759,14.0,731.0,806.0,11.0,830,817.0,-13.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9088,2025,1,1,10,5,1/10/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,716.0,-4.0,0.0,0.0,-1.0,0700-0759,15.0,731.0,836.0,24.0,830,900.0,30.0,30.0,1.0,2.0,0800-0859,0,,0,0.0,0.0,30.0,0.0,0.0
9089,2025,1,1,11,6,1/11/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,716.0,-4.0,0.0,0.0,-1.0,0700-0759,83.0,839.0,916.0,10.0,830,926.0,56.0,56.0,1.0,3.0,0800-0859,0,,0,0.0,0.0,56.0,0.0,0.0
9090,2025,1,1,12,7,1/12/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,717.0,-3.0,0.0,0.0,-1.0,0700-0759,28.0,745.0,816.0,10.0,830,826.0,-4.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9091,2025,1,1,13,1,1/13/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,716.0,-4.0,0.0,0.0,-1.0,0700-0759,15.0,731.0,802.0,14.0,830,816.0,-14.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9092,2025,1,1,14,2,1/14/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,712.0,-8.0,0.0,0.0,-1.0,0700-0759,24.0,736.0,819.0,11.0,830,830.0,0.0,0.0,0.0,0.0,0800-0859,0,,0,,,,,
9093,2025,1,1,15,3,1/15/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,713.0,-7.0,0.0,0.0,-1.0,0700-0759,16.0,729.0,803.0,9.0,830,812.0,-18.0,0.0,0.0,-2.0,0800-0859,0,,0,,,,,
9094,2025,1,1,16,4,1/16/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,725.0,5.0,5.0,0.0,0.0,0700-0759,27.0,752.0,834.0,13.0,830,847.0,17.0,17.0,1.0,1.0,0800-0859,0,,0,5.0,0.0,12.0,0.0,0.0
9095,2025,1,1,17,5,1/17/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,709.0,-11.0,0.0,0.0,-1.0,0700-0759,16.0,725.0,800.0,9.0,830,809.0,-21.0,0.0,0.0,-2.0,0800-0859,0,,0,,,,,
9096,2025,1,1,18,6,1/18/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,720.0,0.0,0.0,0.0,0.0,0700-0759,25.0,745.0,815.0,11.0,830,826.0,-4.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9097,2025,1,1,19,7,1/19/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,722.0,2.0,2.0,0.0,0.0,0700-0759,13.0,735.0,804.0,33.0,830,837.0,7.0,7.0,0.0,0.0,0800-0859,0,,0,,,,,
9098,2025,1,1,20,1,1/20/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,719.0,-1.0,0.0,0.0,-1.0,0700-0759,16.0,735.0,808.0,25.0,830,833.0,3.0,3.0,0.0,0.0,0800-0859,0,,0,,,,,
9099,2025,1,1,21,2,1/21/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,718.0,-2.0,0.0,0.0,-1.0,0700-0759,11.0,729.0,804.0,10.0,830,814.0,-16.0,0.0,0.0,-2.0,0800-0859,0,,0,,,,,
9100,2025,1,1,22,3,1/22/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,720.0,0.0,0.0,0.0,0.0,0700-0759,14.0,734.0,812.0,13.0,830,825.0,-5.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9101,2025,1,1,23,4,1/23/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,819.0,59.0,59.0,1.0,3.0,0700-0759,15.0,834.0,905.0,10.0,830,915.0,45.0,45.0,1.0,3.0,0800-0859,0,,0,45.0,0.0,0.0,0.0,0.0
9102,2025,1,1,24,5,1/24/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,716.0,-4.0,0.0,0.0,-1.0,0700-0759,45.0,801.0,828.0,18.0,830,846.0,16.0,16.0,1.0,1.0,0800-0859,0,,0,0.0,0.0,16.0,0.0,0.0
9103,2025,1,1,25,6,1/25/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,713.0,-7.0,0.0,0.0,-1.0,0700-0759,12.0,725.0,807.0,13.0,830,820.0,-10.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9104,2025,1,1,26,7,1/26/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,721.0,1.0,1.0,0.0,0.0,0700-0759,12.0,733.0,809.0,10.0,830,819.0,-11.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9105,2025,1,1,27,1,1/27/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,15.0,729.0,803.0,9.0,830,812.0,-18.0,0.0,0.0,-2.0,0800-0859,0,,0,,,,,
9106,2025,1,1,28,2,1/28/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,31.0,745.0,819.0,16.0,830,835.0,5.0,5.0,0.0,0.0,0800-0859,0,,0,,,,,
9107,2025,1,1,29,3,1/29/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,14.0,728.0,807.0,14.0,830,821.0,-9.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9108,2025,1,1,30,4,1/30/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,713.0,-7.0,0.0,0.0,-1.0,0700-0759,17.0,730.0,801.0,15.0,830,816.0,-14.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9109,2025,1,1,31,5,1/31/2025,AA,2843,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,13930,1393008,30977,ORD,"Chicago, IL",Illinois,720,712.0,-8.0,0.0,0.0,-1.0,0700-0759,14.0,726.0,810.0,10.0,830,820.0,-10.0,0.0,0.0,-1.0,0800-0859,0,,0,,,,,
9402,2025,1,1,7,2,1/7/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1501.0,-4.0,0.0,0.0,-1.0,1500-1559,15.0,1516.0,1721.0,9.0,1736,1730.0,-6.0,0.0,0.0,-1.0,1700-1759,0,,0,,,,,
9403,2025,1,1,8,3,1/8/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1503.0,-2.0,0.0,0.0,-1.0,1500-1559,21.0,1524.0,1658.0,10.0,1736,1708.0,-28.0,0.0,0.0,-2.0,1700-1759,0,,0,,,,,
9404,2025,1,1,9,4,1/9/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1504.0,-1.0,0.0,0.0,-1.0,1500-1559,24.0,1528.0,1730.0,6.0,1736,1736.0,0.0,0.0,0.0,0.0,1700-1759,0,,0,,,,,
9405,2025,1,1,10,5,1/10/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1519.0,14.0,14.0,0.0,0.0,1500-1559,39.0,1558.0,1734.0,6.0,1736,1740.0,4.0,4.0,0.0,0.0,1700-1759,0,,0,,,,,
9406,2025,1,1,11,6,1/11/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1500.0,-5.0,0.0,0.0,-1.0,1500-1559,15.0,1515.0,1707.0,8.0,1736,1715.0,-21.0,0.0,0.0,-2.0,1700-1759,0,,0,,,,,
9407,2025,1,1,12,7,1/12/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1504.0,-1.0,0.0,0.0,-1.0,1500-1559,15.0,1519.0,1728.0,4.0,1736,1732.0,-4.0,0.0,0.0,-1.0,1700-1759,0,,0,,,,,
9408,2025,1,1,13,1,1/13/2025,AA,2947,11057,1105703,31057,CLT,"Charlotte, NC",North Carolina,12892,1289208,32575,LAX,"Los Angeles, CA",California,1505,1500.0,-5.0,0.0,0.0,-1.0,1500-1559,14.0,1514.0,1653.0,6.0,1736,1659.0,-37.0,0.0,0.0,-2.0,1700-1759,0,,0,,,,,
